,Market,Date,Variety,Grade,Arrivals,Unit,Min,Max,Modal,District
9,BANTWALA,2022-04-16,COCA,AVERAGE,17.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
2512,BELTHANGADI,2022-04-16,NEW VARIETY,AVERAGE,123.0,Quintal,28500.0,43000.0,39000.0,Dakshina Kannada
50,BANTWALA,2022-04-16,OLD VARIETY,AVERAGE,3.0,Quintal,46000.0,53000.0,50000.0,Dakshina Kannada
4484,MANGALURU,2022-04-16,COCA,AVERAGE,518.0,Quintal,25000.0,34000.0,30000.0,Dakshina Kannada
2335,BANTWALA,2022-04-16,OTHER,AVERAGE,1.0,Quintal,30000.0,51000.0,44000.0,Dakshina Kannada
7610,PUTTUR,2022-04-16,OTHER,AVERAGE,4.0,Quintal,21500.0,51000.0,36250.0,Dakshina Kannada
7264,PUTTUR,2022-04-16,GRADE- II,AVERAGE,9700.0,Numbers,7000.0,14000.0,10500.0,Dakshina Kannada
5882,PUTTUR,2022-04-16,NEW VARIETY,AVERAGE,118.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
2527,BELTHANGADI,2022-04-16,OLD VARIETY,AVERAGE,321.0,Quintal,40000.0,53000.0,45000.0,Dakshina Kannada
31,BANTWALA,2022-04-18,NEW VARIETY,AVERAGE,90.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
2528,BELTHANGADI,2022-04-18,OLD VARIETY,AVERAGE,259.0,Quintal,40000.0,52500.0,48000.0,Dakshina Kannada
4157,BELTHANGADI,2022-04-18,OTHER,AVERAGE,1.0,Quintal,40000.0,50000.0,45000.0,Dakshina Kannada
5862,PUTTUR,2022-04-18,COCA,AVERAGE,405.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
7611,PUTTUR,2022-04-18,OTHER,AVERAGE,15.0,Quintal,21500.0,51000.0,36250.0,Dakshina Kannada
7265,PUTTUR,2022-04-18,GRADE- II,AVERAGE,8000.0,Numbers,7000.0,14000.0,10500.0,Dakshina Kannada
4485,MANGALURU,2022-04-18,COCA,AVERAGE,162.0,Quintal,25000.0,34000.0,30000.0,Dakshina Kannada
2513,BELTHANGADI,2022-04-18,NEW VARIETY,AVERAGE,641.0,Quintal,29000.0,43000.0,35000.0,Dakshina Kannada
10,BANTWALA,2022-04-18,COCA,AVERAGE,14.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
2498,BELTHANGADI,2022-04-18,COCA,AVERAGE,191.0,Quintal,27000.0,28000.0,27500.0,Dakshina Kannada
51,BANTWALA,2022-04-18,OLD VARIETY,AVERAGE,17.0,Quintal,46000.0,53000.0,50000.0,Dakshina Kannada
5883,PUTTUR,2022-04-18,NEW VARIETY,AVERAGE,157.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
2336,BANTWALA,2022-04-18,OTHER,AVERAGE,4.0,Quintal,30000.0,51000.0,44000.0,Dakshina Kannada
52,BANTWALA,2022-04-19,OLD VARIETY,AVERAGE,4.0,Quintal,46000.0,53000.0,50000.0,Dakshina Kannada
2529,BELTHANGADI,2022-04-19,OLD VARIETY,AVERAGE,157.0,Quintal,40600.0,53000.0,45000.0,Dakshina Kannada
4486,MANGALURU,2022-04-19,COCA,AVERAGE,95.0,Quintal,25000.0,34000.0,30000.0,Dakshina Kannada
32,BANTWALA,2022-04-19,NEW VARIETY,AVERAGE,118.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
2337,BANTWALA,2022-04-19,OTHER,AVERAGE,2.0,Quintal,30000.0,51000.0,44000.0,Dakshina Kannada
5863,PUTTUR,2022-04-19,COCA,AVERAGE,557.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
2514,BELTHANGADI,2022-04-19,NEW VARIETY,AVERAGE,113.0,Quintal,27500.0,43000.0,36000.0,Dakshina Kannada
11,BANTWALA,2022-04-19,COCA,AVERAGE,21.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
5884,PUTTUR,2022-04-19,NEW VARIETY,AVERAGE,170.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
7266,PUTTUR,2022-04-19,GRADE- II,AVERAGE,16075.0,Numbers,7000.0,14000.0,10500.0,Dakshina Kannada
7612,PUTTUR,2022-04-19,OTHER,AVERAGE,15.0,Quintal,21500.0,51000.0,36250.0,Dakshina Kannada
5885,PUTTUR,2022-04-20,NEW VARIETY,AVERAGE,183.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
5864,PUTTUR,2022-04-20,COCA,AVERAGE,482.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
5530,MANGALURU,2022-04-20,BLACK PEPPER,AVERAGE,9.0,Quintal,46000.0,51000.0,49000.0,Dakshina Kannada
5281,MANGALURU,2022-04-20,GRADE- II,AVERAGE,3230.0,Numbers,14000.0,18000.0,16000.0,Dakshina Kannada
4487,MANGALURU,2022-04-20,COCA,AVERAGE,2804.0,Quintal,22000.0,25000.0,23500.0,Dakshina Kannada
8711,SULYA,2022-04-20,BLACK PEPPER,AVERAGE,13.0,Quintal,30000.0,51000.0,49200.0,Dakshina Kannada
53,BANTWALA,2022-04-20,OLD VARIETY,AVERAGE,12.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
12,BANTWALA,2022-04-20,COCA,AVERAGE,12.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
7613,PUTTUR,2022-04-20,OTHER,AVERAGE,11.0,Quintal,21500.0,51000.0,36250.0,Dakshina Kannada
8020,SULYA,2022-04-20,NEW VARIETY,AVERAGE,663.0,Quintal,27500.0,45000.0,43500.0,Dakshina Kannada
2515,BELTHANGADI,2022-04-20,NEW VARIETY,AVERAGE,114.0,Quintal,31000.0,43200.0,39000.0,Dakshina Kannada
2535,BELTHANGADI,2022-04-20,OTHER,AVERAGE,36.0,Quintal,29000.0,31000.0,30000.0,Dakshina Kannada
2338,BANTWALA,2022-04-20,OTHER,AVERAGE,4.0,Quintal,30000.0,51000.0,44000.0,Dakshina Kannada
33,BANTWALA,2022-04-20,NEW VARIETY,AVERAGE,64.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
4498,MANGALURU,2022-04-20,NEW VARIETY,AVERAGE,8.0,Quintal,40000.0,43500.0,43000.0,Dakshina Kannada
2530,BELTHANGADI,2022-04-21,OLD VARIETY,AVERAGE,515.0,Quintal,40000.0,52500.0,45000.0,Dakshina Kannada
34,BANTWALA,2022-04-21,NEW VARIETY,AVERAGE,52.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
2499,BELTHANGADI,2022-04-21,COCA,AVERAGE,177.0,Quintal,26500.0,28000.0,27000.0,Dakshina Kannada
5865,PUTTUR,2022-04-21,COCA,AVERAGE,457.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
13,BANTWALA,2022-04-21,COCA,AVERAGE,8.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
54,BANTWALA,2022-04-21,OLD VARIETY,AVERAGE,10.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
4158,BELTHANGADI,2022-04-21,OTHER,AVERAGE,14.0,Quintal,39000.0,49000.0,42000.0,Dakshina Kannada
5886,PUTTUR,2022-04-21,NEW VARIETY,AVERAGE,170.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
2516,BELTHANGADI,2022-04-21,NEW VARIETY,AVERAGE,311.0,Quintal,29000.0,43000.0,38000.0,Dakshina Kannada
5531,MANGALURU,2022-04-21,BLACK PEPPER,AVERAGE,9.0,Quintal,46000.0,51000.0,49000.0,Dakshina Kannada
4488,MANGALURU,2022-04-21,COCA,AVERAGE,133.0,Quintal,22000.0,25000.0,23500.0,Dakshina Kannada
5532,MANGALURU,2022-04-22,BLACK PEPPER,AVERAGE,18.0,Quintal,46000.0,51000.0,49000.0,Dakshina Kannada
5866,PUTTUR,2022-04-22,COCA,AVERAGE,165.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
2500,BELTHANGADI,2022-04-22,COCA,AVERAGE,5.0,Quintal,26000.0,28000.0,27500.0,Dakshina Kannada
4489,MANGALURU,2022-04-22,COCA,AVERAGE,225.0,Quintal,22000.0,25000.0,23500.0,Dakshina Kannada
14,BANTWALA,2022-04-22,COCA,AVERAGE,17.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
8021,SULYA,2022-04-22,NEW VARIETY,AVERAGE,104.0,Quintal,27500.0,45000.0,38500.0,Dakshina Kannada
5887,PUTTUR,2022-04-22,NEW VARIETY,AVERAGE,124.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
55,BANTWALA,2022-04-22,OLD VARIETY,AVERAGE,18.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
35,BANTWALA,2022-04-22,NEW VARIETY,AVERAGE,57.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
2517,BELTHANGADI,2022-04-22,NEW VARIETY,AVERAGE,17.0,Quintal,28500.0,43000.0,36000.0,Dakshina Kannada
4490,MANGALURU,2022-04-25,COCA,AVERAGE,125.0,Quintal,22000.0,32000.0,26000.0,Dakshina Kannada
7614,PUTTUR,2022-04-25,OTHER,AVERAGE,22.0,Quintal,22500.0,51500.0,37000.0,Dakshina Kannada
7267,PUTTUR,2022-04-25,GRADE- II,AVERAGE,30000.0,Numbers,7000.0,14000.0,10500.0,Dakshina Kannada
5888,PUTTUR,2022-04-25,NEW VARIETY,AVERAGE,133.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
5867,PUTTUR,2022-04-25,COCA,AVERAGE,612.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
15,BANTWALA,2022-04-25,COCA,AVERAGE,16.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
36,BANTWALA,2022-04-25,NEW VARIETY,AVERAGE,38.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
2518,BELTHANGADI,2022-04-26,NEW VARIETY,AVERAGE,56.0,Quintal,31500.0,43200.0,41000.0,Dakshina Kannada
4491,MANGALURU,2022-04-26,COCA,AVERAGE,96.0,Quintal,22000.0,25000.0,23500.0,Dakshina Kannada
2339,BANTWALA,2022-04-26,OTHER,AVERAGE,5.0,Quintal,30000.0,51500.0,44500.0,Dakshina Kannada
7268,PUTTUR,2022-04-26,GRADE- II,AVERAGE,16116.0,Numbers,7000.0,14000.0,10500.0,Dakshina Kannada
56,BANTWALA,2022-04-26,OLD VARIETY,AVERAGE,13.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
5889,PUTTUR,2022-04-26,NEW VARIETY,AVERAGE,186.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
5868,PUTTUR,2022-04-26,COCA,AVERAGE,585.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
7615,PUTTUR,2022-04-26,OTHER,AVERAGE,19.0,Quintal,22500.0,51500.0,37000.0,Dakshina Kannada
2536,BELTHANGADI,2022-04-26,OTHER,AVERAGE,20.0,Quintal,29500.0,32000.0,31000.0,Dakshina Kannada
37,BANTWALA,2022-04-26,NEW VARIETY,AVERAGE,78.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
16,BANTWALA,2022-04-26,COCA,AVERAGE,31.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
5533,MANGALURU,2022-04-27,BLACK PEPPER,AVERAGE,60.0,Quintal,35500.0,51500.0,38000.0,Dakshina Kannada
2519,BELTHANGADI,2022-04-27,NEW VARIETY,AVERAGE,182.0,Quintal,30000.0,43000.0,38000.0,Dakshina Kannada
17,BANTWALA,2022-04-27,COCA,AVERAGE,39.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
2531,BELTHANGADI,2022-04-27,OLD VARIETY,AVERAGE,408.0,Quintal,41530.0,53000.0,48000.0,Dakshina Kannada
2501,BELTHANGADI,2022-04-27,COCA,AVERAGE,143.0,Quintal,25000.0,26000.0,25500.0,Dakshina Kannada
57,BANTWALA,2022-04-27,OLD VARIETY,AVERAGE,7.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
5869,PUTTUR,2022-04-27,COCA,AVERAGE,485.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
5890,PUTTUR,2022-04-27,NEW VARIETY,AVERAGE,115.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
4159,BELTHANGADI,2022-04-27,OTHER,AVERAGE,12.0,Quintal,30000.0,50000.0,40000.0,Dakshina Kannada
38,BANTWALA,2022-04-27,NEW VARIETY,AVERAGE,75.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
4492,MANGALURU,2022-04-27,COCA,AVERAGE,51.0,Quintal,29000.0,34300.0,31000.0,Dakshina Kannada
7616,PUTTUR,2022-04-27,OTHER,AVERAGE,13.0,Quintal,22500.0,51500.0,37000.0,Dakshina Kannada
4160,BELTHANGADI,2022-04-28,OTHER,AVERAGE,14.0,Quintal,30000.0,50000.0,38000.0,Dakshina Kannada
4493,MANGALURU,2022-04-28,COCA,AVERAGE,269.0,Quintal,29000.0,34300.0,31000.0,Dakshina Kannada
2502,BELTHANGADI,2022-04-28,COCA,AVERAGE,289.0,Quintal,24500.0,26000.0,25000.0,Dakshina Kannada
8022,SULYA,2022-04-28,NEW VARIETY,AVERAGE,831.0,Quintal,30000.0,45000.0,43000.0,Dakshina Kannada
2537,BELTHANGADI,2022-04-28,OTHER,AVERAGE,20.0,Quintal,29500.0,34000.0,32000.0,Dakshina Kannada
18,BANTWALA,2022-04-28,COCA,AVERAGE,18.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
8712,SULYA,2022-04-28,BLACK PEPPER,AVERAGE,40.0,Quintal,25000.0,51000.0,49200.0,Dakshina Kannada
2532,BELTHANGADI,2022-04-28,OLD VARIETY,AVERAGE,158.0,Quintal,46500.0,53000.0,50000.0,Dakshina Kannada
4499,MANGALURU,2022-04-28,NEW VARIETY,AVERAGE,4.0,Quintal,41100.0,43100.0,42300.0,Dakshina Kannada
2520,BELTHANGADI,2022-04-28,NEW VARIETY,AVERAGE,754.0,Quintal,32000.0,43000.0,39000.0,Dakshina Kannada
5891,PUTTUR,2022-04-28,NEW VARIETY,AVERAGE,162.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
39,BANTWALA,2022-04-28,NEW VARIETY,AVERAGE,44.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
7617,PUTTUR,2022-04-28,OTHER,AVERAGE,15.0,Quintal,22500.0,51500.0,37000.0,Dakshina Kannada
5870,PUTTUR,2022-04-28,COCA,AVERAGE,468.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
2533,BELTHANGADI,2022-04-29,OLD VARIETY,AVERAGE,132.0,Quintal,40730.0,53000.0,48000.0,Dakshina Kannada
40,BANTWALA,2022-04-29,NEW VARIETY,AVERAGE,58.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
4494,MANGALURU,2022-04-29,COCA,AVERAGE,914.0,Quintal,29000.0,34300.0,31000.0,Dakshina Kannada
5871,PUTTUR,2022-04-29,COCA,AVERAGE,485.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
5282,MANGALURU,2022-04-29,GRADE- II,AVERAGE,1620.0,Numbers,14000.0,20000.0,17000.0,Dakshina Kannada
7618,PUTTUR,2022-04-29,OTHER,AVERAGE,12.0,Quintal,22500.0,51500.0,37000.0,Dakshina Kannada
5534,MANGALURU,2022-04-29,BLACK PEPPER,AVERAGE,203.0,Quintal,30000.0,57000.0,43000.0,Dakshina Kannada
19,BANTWALA,2022-04-29,COCA,AVERAGE,16.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
2340,BANTWALA,2022-04-29,OTHER,AVERAGE,1.0,Quintal,30000.0,51500.0,44500.0,Dakshina Kannada
58,BANTWALA,2022-04-29,OLD VARIETY,AVERAGE,15.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
5892,PUTTUR,2022-04-29,NEW VARIETY,AVERAGE,292.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
7269,PUTTUR,2022-04-29,GRADE- II,AVERAGE,12960.0,Numbers,7000.0,14000.0,10500.0,Dakshina Kannada
2521,BELTHANGADI,2022-04-29,NEW VARIETY,AVERAGE,355.0,Quintal,29130.0,43000.0,36000.0,Dakshina Kannada
3989,BELTHANGADI,2022-04-30,COCONUT,AVERAGE,126000.0,Numbers,10000.0,15000.0,12000.0,Dakshina Kannada
4495,MANGALURU,2022-04-30,COCA,AVERAGE,70.0,Quintal,29000.0,34300.0,31000.0,Dakshina Kannada
5872,PUTTUR,2022-04-30,COCA,AVERAGE,523.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
4161,BELTHANGADI,2022-04-30,OTHER,AVERAGE,6.0,Quintal,38000.0,51000.0,45000.0,Dakshina Kannada
20,BANTWALA,2022-04-30,COCA,AVERAGE,12.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
4500,MANGALURU,2022-04-30,NEW VARIETY,AVERAGE,200.0,Quintal,41100.0,43100.0,42300.0,Dakshina Kannada
5893,PUTTUR,2022-04-30,NEW VARIETY,AVERAGE,215.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
7270,PUTTUR,2022-04-30,GRADE- II,AVERAGE,12920.0,Numbers,7000.0,14000.0,10500.0,Dakshina Kannada
41,BANTWALA,2022-04-30,NEW VARIETY,AVERAGE,69.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
2534,BELTHANGADI,2022-04-30,OLD VARIETY,AVERAGE,253.0,Quintal,39000.0,54000.0,46000.0,Dakshina Kannada
5535,MANGALURU,2022-04-30,BLACK PEPPER,AVERAGE,7.0,Quintal,35500.0,51500.0,51000.0,Dakshina Kannada
59,BANTWALA,2022-04-30,OLD VARIETY,AVERAGE,5.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
2522,BELTHANGADI,2022-04-30,NEW VARIETY,AVERAGE,402.0,Quintal,28000.0,43000.0,35000.0,Dakshina Kannada
8713,SULYA,2022-04-30,BLACK PEPPER,AVERAGE,28.0,Quintal,25000.0,51000.0,49800.0,Dakshina Kannada
8023,SULYA,2022-04-30,NEW VARIETY,AVERAGE,501.0,Quintal,30000.0,45000.0,42400.0,Dakshina Kannada
4273,BELTHANGADI,2022-05-01,OTHER,AVERAGE,19.0,Quintal,48360.0,49000.0,48500.0,Dakshina Kannada
3092,BELTHANGADI,2022-05-01,NEW VARIETY,AVERAGE,394.0,Quintal,31000.0,44000.0,40000.0,Dakshina Kannada
3113,BELTHANGADI,2022-05-01,OLD VARIETY,AVERAGE,562.0,Quintal,47160.0,53000.0,50000.0,Dakshina Kannada
4811,MANGALURU,2022-05-01,COCA,AVERAGE,38.0,Quintal,26000.0,31000.0,30000.0,Dakshina Kannada
2934,BELTHANGADI,2022-05-02,NEW VARIETY,AVERAGE,36.0,Quintal,28500.0,42000.0,35000.0,Dakshina Kannada
4687,MANGALURU,2022-05-02,COCA,AVERAGE,50.0,Quintal,30500.0,33000.0,31000.0,Dakshina Kannada
3482,BELTHANGADI,2022-05-03,NEW VARIETY,AVERAGE,98.0,Quintal,29000.0,42500.0,35000.0,Dakshina Kannada
3469,BELTHANGADI,2022-05-03,COCA,AVERAGE,7.0,Quintal,24000.0,26000.0,25000.0,Dakshina Kannada
5005,MANGALURU,2022-05-03,COCA,AVERAGE,40.0,Quintal,28200.0,30000.0,29000.0,Dakshina Kannada
2494,BELTHANGADI,2022-05-04,COCA,AVERAGE,10.0,Quintal,24000.0,25500.0,25000.0,Dakshina Kannada
539,BANTWALA,2022-05-04,COCA,AVERAGE,9.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
4477,MANGALURU,2022-05-04,COCA,AVERAGE,86.0,Quintal,25000.0,34000.0,30000.0,Dakshina Kannada
2505,BELTHANGADI,2022-05-04,NEW VARIETY,AVERAGE,166.0,Quintal,28420.0,43000.0,35000.0,Dakshina Kannada
6892,PUTTUR,2022-05-04,NEW VARIETY,AVERAGE,28.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
560,BANTWALA,2022-05-04,NEW VARIETY,AVERAGE,69.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
582,BANTWALA,2022-05-04,OLD VARIETY,AVERAGE,3.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
540,BANTWALA,2022-05-05,COCA,AVERAGE,19.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
6893,PUTTUR,2022-05-05,NEW VARIETY,AVERAGE,59.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
5053,MANGALURU,2022-05-05,COCA,AVERAGE,302.0,Quintal,29000.0,31000.0,30000.0,Dakshina Kannada
3574,BELTHANGADI,2022-05-05,COCA,AVERAGE,23.0,Quintal,25000.0,26000.0,25500.0,Dakshina Kannada
583,BANTWALA,2022-05-05,OLD VARIETY,AVERAGE,5.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
561,BANTWALA,2022-05-05,NEW VARIETY,AVERAGE,91.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
3586,BELTHANGADI,2022-05-05,NEW VARIETY,AVERAGE,16.0,Quintal,30000.0,43200.0,38000.0,Dakshina Kannada
5715,MANGALURU,2022-05-05,BLACK PEPPER,AVERAGE,14.0,Quintal,35500.0,38500.0,38000.0,Dakshina Kannada
6894,PUTTUR,2022-05-06,NEW VARIETY,AVERAGE,20.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
584,BANTWALA,2022-05-06,OLD VARIETY,AVERAGE,15.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
562,BANTWALA,2022-05-06,NEW VARIETY,AVERAGE,50.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
541,BANTWALA,2022-05-06,COCA,AVERAGE,15.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
3229,BELTHANGADI,2022-05-07,COCA,AVERAGE,13.0,Quintal,25000.0,26000.0,25500.0,Dakshina Kannada
3251,BELTHANGADI,2022-05-07,OLD VARIETY,AVERAGE,877.0,Quintal,39400.0,53000.0,45000.0,Dakshina Kannada
563,BANTWALA,2022-05-07,NEW VARIETY,AVERAGE,40.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
4298,BELTHANGADI,2022-05-07,OTHER,AVERAGE,7.0,Quintal,39600.0,48000.0,42000.0,Dakshina Kannada
3237,BELTHANGADI,2022-05-07,NEW VARIETY,AVERAGE,312.0,Quintal,30520.0,42200.0,38000.0,Dakshina Kannada
4859,MANGALURU,2022-05-07,COCA,AVERAGE,82.0,Quintal,20000.0,24500.0,23000.0,Dakshina Kannada
3262,BELTHANGADI,2022-05-07,OTHER,AVERAGE,20.0,Quintal,28500.0,35000.0,32000.0,Dakshina Kannada
585,BANTWALA,2022-05-07,OLD VARIETY,AVERAGE,5.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
6895,PUTTUR,2022-05-07,NEW VARIETY,AVERAGE,17.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
542,BANTWALA,2022-05-07,COCA,AVERAGE,10.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
2647,BELTHANGADI,2022-05-08,NEW VARIETY,AVERAGE,74.0,Quintal,31500.0,45000.0,39000.0,Dakshina Kannada
2666,BELTHANGADI,2022-05-08,OLD VARIETY,AVERAGE,138.0,Quintal,39600.0,55000.0,42000.0,Dakshina Kannada
5286,MANGALURU,2022-05-08,GRADE- II,AVERAGE,1000.0,Numbers,12000.0,20000.0,14000.0,Dakshina Kannada
4181,BELTHANGADI,2022-05-08,OTHER,AVERAGE,8.0,Quintal,47000.0,48000.0,47500.0,Dakshina Kannada
543,BANTWALA,2022-05-09,COCA,AVERAGE,19.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
6896,PUTTUR,2022-05-09,NEW VARIETY,AVERAGE,24.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
5508,MANGALURU,2022-05-09,GRADE- II,AVERAGE,1000.0,Numbers,12000.0,16000.0,14000.0,Dakshina Kannada
586,BANTWALA,2022-05-09,OLD VARIETY,AVERAGE,8.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
564,BANTWALA,2022-05-09,NEW VARIETY,AVERAGE,48.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
587,BANTWALA,2022-05-10,OLD VARIETY,AVERAGE,12.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
6897,PUTTUR,2022-05-10,NEW VARIETY,AVERAGE,18.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
565,BANTWALA,2022-05-10,NEW VARIETY,AVERAGE,68.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
544,BANTWALA,2022-05-10,COCA,AVERAGE,24.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
588,BANTWALA,2022-05-11,OLD VARIETY,AVERAGE,8.0,Quintal,46000.0,54000.0,50000.0,Dakshina Kannada
8496,SULYA,2022-05-11,NEW VARIETY,AVERAGE,865.0,Quintal,27500.0,45000.0,43100.0,Dakshina Kannada
6898,PUTTUR,2022-05-11,NEW VARIETY,AVERAGE,128.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
5464,MANGALURU,2022-05-11,GRADE- II,AVERAGE,500.0,Numbers,12000.0,17000.0,14000.0,Dakshina Kannada
566,BANTWALA,2022-05-11,NEW VARIETY,AVERAGE,65.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
8842,SULYA,2022-05-11,BLACK PEPPER,AVERAGE,78.0,Quintal,22500.0,51000.0,50600.0,Dakshina Kannada
3722,BELTHANGADI,2022-05-11,OLD VARIETY,AVERAGE,132.0,Quintal,43900.0,56000.0,49000.0,Dakshina Kannada
545,BANTWALA,2022-05-11,COCA,AVERAGE,25.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
4388,BELTHANGADI,2022-05-11,OTHER,AVERAGE,2.0,Quintal,47100.0,49000.0,48000.0,Dakshina Kannada
6876,PUTTUR,2022-05-11,COCA,AVERAGE,650.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
4212,BELTHANGADI,2022-05-12,OTHER,AVERAGE,1.0,Quintal,39000.0,48000.0,42000.0,Dakshina Kannada
546,BANTWALA,2022-05-12,COCA,AVERAGE,28.0,Quintal,12500.0,25000.0,22500.0,Dakshina Kannada
567,BANTWALA,2022-05-12,NEW VARIETY,AVERAGE,71.0,Quintal,27500.0,45000.0,42000.0,Dakshina Kannada
589,BANTWALA,2022-05-12,OLD VARIETY,AVERAGE,8.0,Quintal,46000.0,54500.0,50000.0,Dakshina Kannada
8843,SULYA,2022-05-12,BLACK PEPPER,AVERAGE,38.0,Quintal,22500.0,51000.0,50000.0,Dakshina Kannada
6899,PUTTUR,2022-05-12,NEW VARIETY,AVERAGE,228.0,Quintal,27500.0,45000.0,36250.0,Dakshina Kannada
6877,PUTTUR,2022-05-12,COCA,AVERAGE,950.0,Quintal,11000.0,26000.0,18500.0,Dakshina Kannada
2801,BELTHANGADI,2022-05-12,OLD VARIETY,AVERAGE,175.0,Quintal,35000.0,48000.0,40000.0,Dakshina Kannada
8497,SULYA,2022-05-12,NEW VARIETY,AVERAGE,378.0,Quintal,27500.0,45000.0,41900.0,Dakshina Kannada
7493,PUTTUR,2022-05-12,GRADE- II,AVERAGE,1734.0,Numbers,7000.0,14000.0,10500.0,Dakshina Kannada
5313,MANGALURU,2022-05-12,GRADE- II,AVERAGE,500.0,Numbers,10000.0,13000.0,12000.0,Dakshina Kannada
2785,BELTHANGADI,2022-05-12,NEW VARIETY,AVERAGE,8.0,Quintal,29400.0,37000.0,33000.0,Dakshina Kannada
